target,weight,color
orange,95.91213034051307,orange
orange,103.08594435694172,orange
orange,107.98691501417932,orange
orange,95.03686116589206,orange
apple,62.79386728202229,red
orange,107.82272773899457,orange
apple,82.2343033317567,green
apple,62.132267896169914,red
apple,103.98963022206402,red
apple,149.3849638797929,red
orange,91.15488276890389,orange
apple,60.74502872368438,green
orange,107.76471058337475,orange
orange,103.40964053001994,green
orange,100.30423490573371,orange
orange,105.60853716969346,orange
orange,94.41680854155241,orange
apple,91.05623973900398,red
orange,104.11702489963255,orange
orange,96.00406463926335,orange
orange,99.69693563759898,orange
apple,121.21166883526155,red
apple,97.0887991466499,red
orange,106.96569233838835,orange
orange,95.9465412349551,orange
orange,101.00531272452272,orange
orange,90.45161191584998,orange
orange,108.00510835522923,orange
orange,108.51080768240945,orange
orange,98.32681297485041,orange
orange,107.16451860745342,green
apple,127.91335746513589,green
orange,108.94688779906384,red
orange,97.3912307475353,orange
apple,148.54083512378725,red
orange,96.40682581555679,green
apple,90.48120794373492,red
apple,108.97037242563138,red
orange,99.35858409916676,orange
orange,97.6559236654224,orange
orange,106.93240309874429,orange
orange,98.93235931087237,orange
orange,102.94505674214473,orange
orange,98.31268361941453,green
apple,59.592463510759615,red
orange,90.81952622392019,orange
apple,67.97472924901382,green
orange,105.85863938595054,orange
apple,55.809602235989985,green
apple,113.47045674713917,green
apple,83.67022493826225,red
orange,106.85723837331423,orange
orange,91.69347495834458,orange
apple,71.67085212998144,red
orange,109.00600710123331,orange
orange,106.37555638181013,orange
orange,99.676199348542,orange
apple,90.57127841953054,red
orange,90.54823073564741,orange
orange,91.35141676581334,orange
orange,106.26172068123871,orange
orange,104.9965764018563,orange
apple,84.57383245827015,red
apple,84.37337906965128,red
apple,98.51520690531166,red
apple,88.61793197990687,green
orange,101.5003248266821,green
apple,56.00977630626007,red
orange,93.38431537390328,orange
orange,107.71619412534284,orange
apple,147.8232409847472,red
orange,92.01747231300287,orange
orange,92.8500656586031,orange
orange,96.1600273424452,orange
orange,98.73792275014787,orange
apple,86.39776588819817,red
apple,72.60670631698068,red
orange,91.57362828876408,orange
apple,96.38553264977192,red
orange,94.6665118090349,orange
orange,102.19507436838884,orange
orange,101.97989232142216,orange
apple,114.5825533405281,green
orange,102.62765065971432,orange
apple,79.38172793186999,green
apple,70.15987601506993,red
apple,109.79724915398502,green
apple,147.51004905194802,green
orange,90.08528556169114,orange
apple,78.25040971057649,red
apple,58.65260987946991,green
orange,106.92456982115651,orange
apple,71.59784082464877,red
orange,95.21100368720047,orange
apple,55.448849149482335,red
apple,128.2862515778521,green
orange,93.98209058108091,orange
orange,92.53661917126209,orange
apple,74.42944222685853,red
orange,104.75143428526528,orange
apple,61.885833357583444,green
orange,103.49937723804705,red
orange,95.09819262279566,orange
apple,124.84548161347274,red
orange,92.16832253772861,orange
orange,90.69358682892617,orange
orange,91.09409495531052,orange
apple,124.97373656393549,green
apple,89.39154043962701,green
orange,102.62483792154721,orange
apple,118.97764755982658,red
orange,95.09282977288856,orange
apple,130.5835010587079,green
orange,93.48829742812813,red
apple,98.93923545851496,red
apple,59.144835673929606,red
orange,91.6643074870373,green
apple,133.4478247104357,green
apple,140.00077299946304,green
apple,106.0107025913139,red
apple,118.20235768166168,red
orange,95.24452608667343,orange
orange,100.97270555934797,orange
orange,93.74543266224629,orange
orange,103.31229049201305,orange
apple,128.74417134937,green
apple,108.05406055557225,green
apple,82.50620308113241,green
apple,106.54571549851696,red
apple,72.35590324114064,green
apple,73.71551193722308,green
apple,65.96792276187625,red
apple,94.40456761015426,red
orange,101.04441217480172,orange
orange,96.44802790913472,orange
apple,80.43587354976081,red
orange,91.95818420557498,orange
orange,92.05205858202561,orange
apple,101.56319590882057,red
apple,86.89185589232574,red
apple,59.376099467762515,green
orange,90.31016408392222,orange
orange,102.13753881484567,orange
apple,80.50590732643974,red
orange,96.70445136950114,orange
orange,95.23786185550438,orange
apple,92.96984811433015,red
apple,62.725711806898865,red
orange,96.72775232896116,orange
apple,91.238008417364,red
apple,78.75582572466712,red
orange,104.4220099829452,orange
apple,68.92681496468657,red
orange,104.53586975026792,orange
apple,64.86101424301164,red
orange,101.45744316704531,orange
orange,100.85781507313551,orange
orange,109.4987609077103,orange
orange,94.99969311681112,orange
apple,78.82683391655999,green
orange,105.60083915288666,orange
orange,90.38088202014865,orange
orange,94.75938896637024,orange
orange,105.28901430466153,green
apple,85.77345292431974,red
orange,98.49065044277012,orange
apple,88.41575363440838,red
apple,139.42708881081455,red
orange,102.66778021061361,orange
orange,91.45247646521746,green
orange,92.76800852988882,red
apple,131.7880167803537,red
apple,102.63702815446922,green
orange,106.51576043805537,orange
apple,124.5072490257061,red
apple,78.92966991710414,red
apple,111.24179093347801,red
apple,66.870926035572,red
orange,101.80862870319078,orange
apple,68.07493689261995,red
orange,107.14559718181334,red
apple,72.61684823771839,green
apple,133.64822356756434,red
orange,91.66436047185954,orange
apple,67.4678857958001,red
orange,100.29641168698694,orange
orange,95.5880508767472,orange
orange,92.66199841031829,orange
orange,105.5472726043724,orange
apple,50.63618651761198,green
orange,106.33779823279244,orange
apple,138.21506258611504,green
apple,56.90945111659139,red
apple,89.00088644220159,red
apple,102.24246802447323,red
orange,101.10377267668494,orange
orange,109.37272934507664,orange
orange,107.06218427178912,orange
apple,119.14354517797014,red
apple,69.74808640033523,red
apple,74.45852619835478,red
orange,103.21547109303448,orange
apple,56.3024092658271,green
apple,103.13696238645599,red
apple,77.61159942260335,red
apple,120.51790798413137,green
apple,65.08955224755218,red
orange,102.9316209122288,orange
orange,103.3573780192604,orange
orange,93.20466729118044,orange
orange,90.50605781320482,orange
orange,101.50449269695406,orange
orange,100.28161802566157,orange
orange,99.77769340141398,orange
orange,99.56846743947838,orange
orange,102.32928774224686,orange
apple,110.01212687167637,red
orange,99.104496934303,orange
apple,71.24473865212826,red
orange,97.76432894000939,orange
orange,99.67992680699611,orange
apple,60.86996066861605,red
orange,90.70438770539562,orange
orange,97.58822204498416,orange
orange,105.2088986434689,orange
apple,81.70948098671334,red
orange,90.51136716458576,orange
orange,96.93037384535896,red
apple,93.8329356537855,green
orange,106.81695463393757,orange
orange,93.8259051892255,orange
orange,103.60446703147866,orange
apple,126.70953617416558,green
orange,98.81545629671967,orange
apple,76.99850416245819,red
apple,64.52232881661931,red
orange,94.32524274273435,orange
orange,95.25804519291086,green
orange,95.3839389184065,orange
apple,53.7058851283048,green
apple,118.51080802621782,red
orange,101.0070314534171,orange
orange,108.16558539115084,orange
apple,145.797223120455,green
apple,113.98475737571721,green
apple,112.89497226591632,red
apple,65.31728267190414,red
orange,94.50601892448394,orange
orange,104.51331780289694,red
orange,98.90466935416403,orange
orange,93.32583596647883,red
apple,123.80311940340111,red
orange,90.50466301319298,orange
orange,97.6798872857394,orange
apple,83.2662388571886,red
orange,102.72709532930364,orange
apple,91.8627646439527,green
orange,101.34388672140344,red
apple,107.19516955156337,red
apple,60.54669348838594,red
apple,75.37632888296011,red
apple,112.7205207122033,red
orange,106.37437499211565,orange
orange,95.0613977596366,orange
orange,102.33965510138898,orange
apple,84.40552423422939,red
apple,91.27199160760583,red
apple,59.64748133550155,red
orange,100.32180396939533,orange
orange,90.85856623442218,orange
orange,109.9292104185017,orange
apple,59.17135199450732,green
apple,109.97931281413679,red
apple,58.93850552536072,red
orange,90.1256206339495,red
apple,51.66824887119296,red
apple,145.11133721215853,red
orange,102.62972524663431,orange
orange,93.62173721343265,orange
apple,72.96039879244455,red
apple,134.26064162945858,red
apple,140.24944339451332,green
orange,102.31420169717043,orange
apple,57.71668789014749,green
apple,146.46732186065213,red
orange,109.75645096141841,green
orange,107.85670923536789,orange
orange,101.39203407598264,orange
orange,93.42418302063952,orange
orange,97.67562332541944,red
orange,93.0113745902281,orange
orange,92.40450245346614,orange
apple,129.99765780072437,red
apple,138.61713549435592,green
apple,96.70578570257248,green
apple,119.99902735832538,red
apple,75.90179520315877,red
apple,71.75923762869942,green
orange,101.53342685156024,orange
apple,119.75135890428587,red
apple,106.73604567589007,red
apple,120.1509804270964,green
orange,105.85717755868744,orange
orange,91.63483550626412,orange
apple,67.30594694533042,red
apple,112.72012148816913,green
orange,104.40118545324923,red
orange,99.14155842475942,orange
orange,100.1336122218615,orange
orange,90.20534410667247,orange
apple,93.20385439930996,red
apple,142.65486089014382,red
orange,91.60908048426518,orange
orange,109.0278875527815,orange
orange,107.98136817418569,green
apple,95.39146423636664,green
orange,96.24846516149722,orange
apple,118.09001987462794,red
apple,52.67178762372476,green
apple,146.75632877146322,green
apple,75.16603277454612,red
orange,104.78846354516575,orange
orange,108.49353101026273,orange
apple,62.737163153262784,green
orange,105.03823952655266,orange
orange,101.09217523703893,orange
orange,105.81370726098216,orange
apple,101.05148091730493,green
apple,68.58043866807031,red
orange,99.5510464918226,orange
orange,91.87095974669364,orange
apple,125.25687248293464,green
apple,109.21218072311075,red
orange,104.42117997098346,orange
apple,110.63929779578294,red
apple,135.9814418069327,green
orange,90.45666377559228,orange
orange,104.77142056583156,orange
orange,96.8468796012546,orange
apple,76.90567793719272,green
orange,96.74890906093688,orange
apple,81.38230310806057,green
apple,110.60321625049932,red
apple,59.345090167644884,red
apple,138.599466154268,red
apple,116.14599140773335,green
orange,103.42308472363577,orange
apple,126.74941470003608,green
apple,63.5079104081085,green
orange,103.27622343284006,orange
apple,62.74027844720169,red
orange,107.63236064240469,orange
apple,147.00642938779026,green
orange,96.19911147064681,orange
apple,59.25019492341872,red
orange,106.39121015957585,orange
orange,106.05279123104732,orange
orange,105.80726430086351,orange
orange,93.15962889409141,orange
apple,114.72325114757277,green
apple,68.71206410425853,green
orange,98.91139021677071,orange
orange,98.79988113828942,red
apple,55.701856692729656,red
orange,99.95169353327229,orange
apple,105.72452389184237,red
apple,71.87191910498008,red
apple,94.33224577742155,green
orange,102.91050684464476,orange
apple,94.8577242818707,green
apple,139.5772153401526,green
orange,99.05047384101752,green
orange,104.12923219964314,orange
orange,103.7322706862037,orange
orange,95.33631097532721,orange
apple,70.5430895460745,red
apple,84.8948290644795,green
apple,141.0468778608094,red
orange,98.61301829367555,orange
apple,65.01781453538753,green
apple,124.51145433690776,green
orange,90.90728992237975,orange
orange,108.56011048288157,orange
orange,104.7471825916405,orange
orange,108.5728140635067,orange
orange,96.62720762202383,orange
apple,90.75898631770332,red
apple,147.46224897020483,red
apple,137.28669448684673,red
apple,77.8547008878415,green
orange,109.99881667533795,orange
apple,52.61754868197631,green
apple,65.14031426375347,green
orange,95.7223735238339,orange
apple,145.58644814973673,red
orange,92.89981151068896,orange
orange,102.78230451932893,orange
apple,52.321837476915476,red
apple,126.93186139613886,red
orange,102.46793417604634,green
orange,107.36854324055398,orange
apple,71.88590824241456,red
orange,101.42352485615513,orange
apple,90.30762243067883,red
apple,121.68006233867452,green
apple,77.88318286650451,red
apple,98.33914890749088,red
apple,86.70656711112684,green
orange,96.52807613551566,orange
apple,69.19535242397347,green
orange,100.52286028393961,orange
apple,105.88806970707566,green
apple,142.9226417087836,red
orange,102.91650268895374,orange
apple,76.47396258419248,green
orange,92.0089255815298,orange
orange,108.6160258083343,orange
orange,96.71493369817688,orange
orange,95.12778881852485,orange
orange,93.9899747355659,red
apple,110.76246022695236,red
apple,143.82988773732464,green
apple,66.09734852355928,red
orange,96.09819131729387,orange
orange,97.59290445337561,orange
apple,114.09075716370786,red
orange,95.85258413118349,orange
orange,103.92269095489388,red
orange,108.20068008226185,orange
apple,145.23532611063013,red
apple,82.52531259260702,green
apple,128.29089739773383,red
orange,103.54709084500377,green
apple,117.31929853683383,green
apple,76.37421221348745,red
apple,65.04934491874374,green
orange,106.27919247013364,orange
orange,100.30367854021868,orange
orange,93.19958897801354,orange
orange,102.07886992887845,orange
orange,93.24559056819585,red
orange,100.41074608114633,orange
apple,54.883106923507995,red
apple,74.67263750912085,green
apple,78.75042545217632,red
apple,80.3023437434759,green
orange,104.89801753250325,orange
orange,90.88549500386003,orange
apple,52.37859164901128,red
apple,141.27227379555126,red
orange,94.52918591286814,orange
apple,62.994744734423094,green
orange,106.3948926436657,orange
orange,100.56829311018518,orange
orange,98.92438697415332,orange
apple,129.55879527104804,red
apple,54.48381225269018,red
orange,104.78083176020716,orange
apple,149.55087759343832,green
apple,59.91865425406328,green
orange,107.66283127970428,orange
orange,91.49912110701496,orange
orange,95.65291804873685,orange
apple,124.49618827368367,red
apple,118.13091784296965,red
apple,94.09919959723521,green
apple,87.00156217526435,red
orange,104.3601679927493,orange
orange,95.08998404209112,green
orange,91.27556734522878,orange
orange,99.12903075259051,orange
orange,95.34808041365909,orange
apple,129.00119427631958,red
orange,109.91554779892235,orange
orange,93.80401623980629,orange
apple,103.08371468715889,red
orange,108.29319833380389,orange
orange,103.48646636718235,orange
orange,97.33815884572769,orange
apple,74.29095965915191,red
apple,147.93844426524765,green
apple,136.16614495177075,green
apple,115.65089246804185,red
apple,120.57442461272912,red
orange,102.57658195680476,orange
orange,92.38401447537261,orange
orange,107.96802682331592,orange
apple,77.33898116600037,red
apple,127.58071910784616,red
apple,113.64016360277196,red
orange,91.9981345502054,orange
apple,127.72847983974538,red
orange,94.79694447994575,orange
apple,104.89104724448293,red
apple,124.75367035220563,red
apple,85.5997190498376,green
orange,103.94555929036201,orange
orange,93.98626015120668,orange
apple,146.60236070796526,red
apple,142.24312480902526,red
apple,114.30406393842091,red
apple,64.94588091987971,red
apple,145.47172901726265,red
orange,104.80708226187859,orange
apple,146.7434962175317,red
apple,102.43905617904257,green
apple,104.67548395499085,red
orange,98.2862283987133,orange
apple,103.60342551712327,green
orange,109.90842966191104,orange
apple,98.04313270465097,green
apple,126.38172607889386,green
apple,62.39985915792812,green
apple,103.60683770234334,green
orange,101.45509090205877,orange
orange,98.18621881892687,orange
orange,91.36106854346136,orange
orange,107.97325455514229,orange
apple,118.69051076809349,green
apple,63.270409326197566,green
orange,104.02040097968255,orange
apple,138.35603064602955,red
apple,83.5996066124194,green
apple,59.86966580440807,green
orange,93.06234353324707,orange
orange,103.64055074463515,orange
apple,54.43546034753037,green
orange,90.38563098286616,orange
apple,111.81503352265469,green
orange,90.10229836771626,orange
orange,104.33243703005921,orange
orange,95.09294821321089,orange
orange,104.72489731640405,orange
apple,140.8541290307981,red
apple,55.33749092354381,green
orange,100.26324064356183,orange
orange,93.27311309002627,red
orange,108.98813812270767,green
apple,101.94564186454156,green
orange,93.93479372091794,orange
orange,90.85799367533961,orange
apple,54.688709547383766,red
orange,100.86427448768349,orange
apple,52.65533015560333,green
apple,114.38463038409095,green
apple,85.9450807878483,red
apple,59.72455854226304,green
apple,61.969658345580434,green
apple,65.12202839370565,red
apple,100.61367141088783,red
apple,112.07488842464421,green
apple,149.07948791148672,red
apple,137.18471576434192,red
apple,131.0244125146687,green
apple,69.89476610458385,green
orange,101.94332934985971,orange
apple,147.13747569351807,red
orange,93.49063984762103,orange
orange,103.21696257561958,orange
orange,93.14971656670896,orange
orange,104.55981865849964,orange
apple,125.62990852960293,green
apple,104.40419843148064,red
apple,137.4279870353869,red
orange,104.49150927544395,green
orange,91.55439601477416,orange
apple,125.0528001963784,red
apple,50.63178699785009,red
apple,121.6798367400427,green
orange,91.99715706984848,green
apple,67.01951000265719,red
orange,109.3367026455175,orange
orange,109.8529892558069,orange
orange,99.78196954233454,green
apple,106.15165153078412,red
orange,93.04578361216177,orange
apple,128.66659439963115,red
orange,92.36742611326969,orange
apple,103.852663281525,green
apple,71.18082028059459,green
apple,92.96345586962785,red
orange,94.1259144449005,orange
apple,60.355985743815666,red
orange,109.52234597506921,orange
orange,107.36579637744657,orange
apple,119.37505487536707,green
orange,103.47136867432724,orange
apple,82.8125098486205,green
apple,91.82805323843036,red
orange,99.10580255441128,orange
orange,109.99373248753582,orange
apple,125.58228803882014,red
orange,108.4950330651987,orange
apple,113.4344110444043,green
orange,104.95871062856222,orange
apple,141.8127881074949,green
apple,103.03012199265197,red
orange,95.77049121524111,orange
apple,115.85503277344087,red
orange,99.5423100452802,orange
apple,73.90289588427132,red
orange,107.42658084978527,orange
orange,92.0264203717378,orange
apple,91.51403526287561,green
apple,58.370369339533994,red
orange,92.04434373554624,orange
apple,83.72507190659033,green
apple,72.93532016123866,green
apple,83.91447721015803,red
orange,108.17922273034804,orange
apple,83.17773519779831,red
orange,96.06343476350088,red
apple,96.94159429482315,red
orange,98.24892445661776,green
apple,97.902714804926,red
apple,142.9813169828087,red
apple,112.35389093278434,green
apple,135.80309534455193,red
apple,149.13669194129514,red
apple,91.36699482431544,green
orange,98.1756998899816,green
orange,101.40502388628803,orange
orange,107.7169316220413,orange
orange,97.78083980764804,orange
apple,122.15556544017637,red
apple,56.45159472395005,green
orange,107.4581504280229,orange
orange,108.25416947950033,orange
apple,102.74149738730574,red
orange,109.25667131694661,orange
apple,55.5737965383431,red
orange,103.05026452580051,orange
orange,95.22167744646181,orange
apple,99.55565823855059,green
apple,125.44823789614883,red
apple,112.59169333359193,green
orange,98.3637094704164,orange
orange,98.68640642609756,orange
apple,97.5096888270886,red
orange,92.47773236645533,orange
orange,93.15194557926543,orange
orange,101.28622546161535,orange
apple,125.10407625194297,red
apple,102.60622349687782,red
apple,113.96874742958951,red
orange,94.32204322746135,orange
orange,107.34418336067176,orange
orange,100.92986364223398,orange
apple,71.3145831097929,green
orange,98.54330249674615,orange
orange,102.26142595682161,orange
apple,102.36794281091304,red
apple,91.11171282761664,green
orange,99.15955435626303,orange
apple,56.15407243159467,red
orange,92.22816976807499,orange
apple,98.81078945332035,red
orange,103.51725290517325,orange
apple,69.0406505174916,red
apple,143.99449009048317,red
apple,59.15248247973787,red
orange,91.38574993974768,orange
apple,141.41082188486075,red
apple,137.16077670407336,green
apple,90.98413397371053,red
apple,104.06169425046417,red
orange,92.1230253889049,orange
orange,93.77786492778083,orange
apple,125.02211850323172,red
apple,50.02215988640361,green
orange,98.10487115145034,orange
orange,105.84825261567134,orange
orange,96.64683128427612,orange
apple,56.27285071753173,red
orange,106.69037893497986,red
apple,99.6797130271517,red
apple,54.51792948948755,red
orange,103.9034748361204,orange
apple,113.83602033040039,green
apple,59.19997977912003,red
apple,51.54026173381355,red
apple,85.16828232268495,green
apple,116.90017983453005,green
orange,95.39384352174362,orange
apple,124.3735798280081,red
apple,93.39841051887292,red
apple,89.69366414559866,green
orange,108.70703553291625,orange
apple,145.85498694340436,green
orange,102.90094205485207,orange
orange,99.22907195075021,orange
orange,103.6199796627012,orange
apple,70.69781490855635,red
apple,135.22324093674501,red
orange,94.99540701293247,orange
orange,104.0210424590474,orange
orange,101.6359544841897,orange
apple,148.27218908831577,green
apple,106.17071362041487,red
apple,80.37403804748658,green
apple,136.82142599565657,red
orange,93.98691193889888,red
orange,96.33556051112625,green
apple,133.93067458424167,green
orange,103.64291521738355,orange
apple,87.70604159693517,red
orange,101.46559888709987,orange
apple,56.85981791572059,green
apple,125.82623609452327,red
orange,109.9010074450199,orange
apple,147.13995881054575,red
apple,118.89151010210539,red
apple,122.33028120379443,red
apple,50.82540900022826,green
apple,63.69982637128122,green
orange,97.86381659954401,orange
orange,109.89233320494866,orange
apple,132.874604763381,green
apple,119.52988482381996,red
orange,109.12399113669557,orange
apple,126.58619002168776,green
apple,98.54225859170572,green
orange,90.498088255693,orange
